,-5.0,0.0,5.0
-5.0,1.4040738294728348,1.9082840236686378,3.1345651555329295
0.0,-0.04126224390654143,2.499999999999999,4.449546267575178
5.0,0.7516108249177732,1.9082840236686378,3.7870281600879903
