1.520474532018092617e+01,1.490569463964588337e+01,1.439632897325745020e+01,1.395072454233074133e+01,1.352796742779323402e+01,1.318269408650730767e+01,1.278360647847266129e+01,1.244632637896254757e+01,1.204790598519192990e+01,1.171231564852895879e+01,1.127732849793341430e+01,1.091613684530749140e+01,1.053394312464432403e+01,1.024752280621590828e+01,9.940463599711653941e+00,9.664109739153255774e+00,9.276791572425045374e+00,9.059968834440562446e+00,8.752009938096268371e+00,8.400084486686672847e+00,8.160482399043107904e+00,7.898084933362944149e+00,7.810217644764611222e+00,7.391321072921692270e+00,7.245306849529227655e+00,6.945343860692496207e+00,6.677183800028549499e+00,6.492283556678293266e+00,6.193957848770424768e+00,5.979300653478562211e+00,5.738388256279423061e+00,5.555020861479370353e+00,5.241130214233762352e+00,5.071665200052472677e+00,4.828582464182239242e+00,4.611359579527207764e+00,4.336943240844925995e+00,4.204885964907874474e+00,4.008057760065946162e+00,3.827637471669719460e+00,3.600618441286264293e+00
7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,7.382518484328587371e-01,4.178401533375509791e-01,4.178401533375509791e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,4.843069475607319485e-01,2.971445284735622083e-01,2.971445284735622083e-01,2.971445284735622083e-01,2.971445284735622083e-01,2.971445284735622083e-01,2.971445284735622083e-01,2.971445284735622083e-01,2.971445284735622083e-01,2.971445284735622083e-01,2.971445284735622083e-01
6.194924209462087106e+00,6.194924209462087106e+00,6.194924209462087106e+00,6.194924209462087106e+00,6.194924209462087106e+00,3.218458566264006837e+00,4.201477561301552477e+00,4.201477561301552477e+00,4.035192476384038329e+00,4.035192476384038329e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.897221812428584897e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00,3.231898662726250482e+00
1.853079339963925598e-01,1.853079339963925598e-01,1.853079339963925598e-01,1.853079339963925598e-01,1.853079339963925598e-01,1.853079339963925598e-01,1.853079339963925598e-01,1.853079339963925598e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01,1.392537649689939983e-01
7.234295734133144862e-02,7.234295734133144862e-02,7.234295734133144862e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.375546107304508325e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,6.854630351198487404e-02,7.269763850963339991e-02,7.269763850963339991e-02,7.269763850963339991e-02,7.269763850963339991e-02,6.410771049550900713e-02,6.410771049550900713e-02,6.410771049550900713e-02
4.771248875557576596e-01,6.709433718073753994e-01,6.709433718073753994e-01,6.709433718073753994e-01,6.709433718073753994e-01,1.357783892362518507e-01,1.032384687631449083e-02,1.032384687631449083e-02,1.032384687631449083e-02,1.032384687631449083e-02,1.314788736119565371e-01,7.045892594272906706e-02,7.045892594272906706e-02,7.045892594272906706e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02,1.030275988123108277e-02
2.257206780277010161e+00,4.771248875557576596e-01,4.771248875557576596e-01,4.771248875557576596e-01,4.771248875557576596e-01,4.771248875557576596e-01,4.771248875557576596e-01,4.771248875557576596e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,1.156632482034125609e-01,9.991925380551380798e-02,9.991925380551380798e-02,1.008608762356644206e-01,1.008608762356644206e-01,1.008608762356644206e-01,1.008608762356644206e-01,1.008608762356644206e-01,1.008608762356644206e-01,1.008608762356644206e-01
4.145952117438622686e+00,2.080063647502605750e+00,2.022794111214687440e+00,2.022794111214687440e+00,2.022794111214687440e+00,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.563135270461147641e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01,2.276006365162008827e-01
3.555190976763078492e+00,3.555190976763078492e+00,3.555190976763078492e+00,3.555190976763078492e+00,2.392409314558063826e+00,2.257206780277010161e+00,4.771248875557576596e-01,4.771248875557576596e-01,4.771248875557576596e-01,4.771248875557576596e-01,6.709433718073753994e-01,6.709433718073753994e-01,6.709433718073753994e-01,6.709433718073753994e-01,6.709433718073753994e-01,6.709433718073753994e-01,2.212255636369064860e-02,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,5.640618115479778538e-01,2.788572518778287268e-01,2.788572518778287268e-01,2.788572518778287268e-01,2.788572518778287268e-01,2.788572518778287268e-01,2.788572518778287268e-01,2.788572518778287268e-01,2.788572518778287268e-01,2.788572518778287268e-01
1.985231971908171289e+01,1.985231971908171289e+01,1.985231971908171289e+01,1.472058810260695694e+01,1.472058810260695694e+01,1.065288750049089295e+01,1.065288750049089295e+01,1.065288750049089295e+01,3.902901468745256786e+00,2.225341219473331300e+00,2.225341219473331300e+00,2.225341219473331300e+00,2.225341219473331300e+00,2.225341219473331300e+00,2.225341219473331300e+00,2.225341219473331300e+00,2.225341219473331300e+00,2.551325771657286801e-01,2.551325771657286801e-01,2.551325771657286801e-01,2.551325771657286801e-01,2.551325771657286801e-01,2.551325771657286801e-01,2.551325771657286801e-01,2.551325771657286801e-01,2.551325771657286801e-01,2.099880112531038456e-01,2.099880112531038456e-01,2.099880112531038456e-01,2.099880112531038456e-01,2.099880112531038456e-01,2.099880112531038456e-01,8.086723627036551676e-02,8.086723627036551676e-02,8.086723627036551676e-02,8.086723627036551676e-02,8.086723627036551676e-02,8.086723627036551676e-02,8.086723627036551676e-02,8.086723627036551676e-02,8.086723627036551676e-02
